book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
2685,154,9,28932,406,9,6,2007,140,1
2228,137,7,10063,548,2,45,2010,91,4
2443,435,1,28696,139,9,37,2019,200,2
440,22,6,20799,570,3,19,2005,91,3
220,76,6,14191,154,2,6,2021,112,3
953,185,9,28445,164,2,8,2009,185,6
1808,300,3,21087,321,3,46,2000,192,7
1753,137,2,27609,262,5,41,2019,122,7
2168,400,3,10611,115,9,42,2000,50,3
778,160,7,5727,410,6,38,2020,170,2
1342,23,6,29990,276,10,24,2015,172,1
2142,309,3,8151,284,9,1,2021,15,1
511,44,8,754,200,3,23,2004,189,6
1429,256,10,1607,432,2,32,2018,63,1
2024,206,8,11582,625,2,37,2014,134,6
2105,254,5,13823,627,8,18,2008,135,5
2804,216,6,11156,560,1,44,2019,111,7
1133,364,2,285,680,10,16,2009,80,6
1649,271,2,28490,383,8,23,2003,163,1
827,297,3,22979,542,6,44,2004,196,3
2709,263,4,15107,80,3,22,2001,28,3
2250,130,10,9915,543,5,42,2006,8,5
1663,291,6,11918,382,4,14,2019,160,1
652,431,9,26027,425,10,2,2016,117,3
2706,32,2,20795,538,6,7,2001,91,6
2449,242,3,24232,235,3,2,2021,152,7
1005,127,5,19320,237,2,9,2000,83,6
2238,32,1,5329,374,1,17,2003,104,3
729,434,9,21729,523,5,1,2020,3,5
2008,429,1,24652,531,2,5,2007,136,7
46,425,1,4895,496,4,39,2010,182,4
726,403,3,12507,636,6,46,2001,135,1
1707,341,10,21302,355,3,48,2003,147,7
2131,67,6,14727,599,6,22,2014,123,4
1139,349,5,28330,358,1,35,2019,77,4
229,115,4,15459,134,5,40,2002,127,7
1499,195,4,14910,637,9,27,2014,61,3
1719,252,7,29621,101,10,35,2005,116,3
541,21,8,15916,590,8,15,2004,176,1
2021,450,2,25993,96,9,18,2001,23,2
1858,54,1,22293,607,5,27,2021,188,5
1489,166,5,6621,451,2,5,2012,132,4
2610,285,6,5131,559,2,45,2007,132,6
782,122,5,11971,464,1,27,2020,44,7
1878,123,1,11414,391,3,30,2019,72,4
1119,428,7,20950,315,6,21,2013,31,7
2138,218,6,16800,361,2,47,2015,40,1
2088,101,5,12025,244,5,9,2010,177,3
1380,430,6,3580,301,2,40,2013,98,2
2974,134,7,29942,245,6,48,2011,121,7
1867,11,6,5745,102,9,28,2017,60,1
300,357,8,19231,347,3,49,2001,106,5
1583,264,2,17143,395,9,9,2004,51,6
487,428,2,3834,327,1,46,2006,100,2
278,179,9,12318,631,2,42,2009,177,2
2370,232,3,370,645,9,19,2019,80,3
118,164,6,11012,232,3,50,2010,66,1
1108,87,10,12516,609,7,41,2019,114,6
1893,257,9,2489,218,4,34,2004,140,3
1627,204,5,27911,327,10,26,2008,92,5
1046,249,1,20537,367,9,33,2004,115,3
1018,77,1,28605,527,8,2,2014,69,1
2470,159,9,10431,127,7,41,2020,27,3
2755,310,2,15806,463,6,12,2021,37,7
463,372,7,10732,337,5,26,2015,126,6
1499,264,3,14843,280,3,3,2013,174,4
461,206,2,27191,145,3,34,2009,152,5
2885,18,6,4086,399,1,50,2002,154,6
651,135,2,24164,407,7,42,2009,176,7
1169,52,7,11135,197,7,28,2011,105,3
1836,224,3,28810,85,6,9,2002,165,2
1834,184,3,11268,501,4,28,2006,161,1
1758,32,6,6652,385,4,38,2018,58,2
997,109,9,25879,561,2,50,2006,160,2
2014,18,1,10112,418,8,8,2018,51,2
1235,238,3,8187,185,3,33,2007,96,1
259,166,5,4877,489,1,13,2020,76,6
2507,37,4,480,661,1,42,2012,83,3
1312,54,8,24478,213,4,2,2018,125,1
2518,169,8,15308,619,10,44,2004,111,5
2850,308,3,5026,318,6,44,2001,53,3
550,47,8,22885,642,3,39,2003,45,2
1105,16,3,9925,255,4,4,2019,126,6
2329,125,2,28239,591,10,32,2012,132,5
21,404,2,2000,191,3,24,2010,67,1
1283,158,6,5638,232,1,4,2014,172,6
119,288,9,24458,111,3,49,2004,64,6
1772,192,3,17087,317,7,5,2011,140,6
1788,326,2,8565,347,3,14,2006,28,3
1924,18,1,7562,206,1,10,2020,170,7
2103,329,9,5808,257,5,7,2015,12,6
2942,282,6,5930,384,8,24,2021,48,1
773,213,9,27860,613,4,24,2009,166,6
2604,9,10,10848,234,1,3,2010,11,6
264,145,6,5004,193,8,9,2012,122,3
1777,26,10,27047,327,6,39,2012,66,3
278,117,5,6636,494,3,34,2021,182,3
2282,359,8,11215,386,10,48,2015,159,3
1417,198,5,4912,411,9,3,2021,12,6
99,177,3,17063,227,2,46,2005,68,1
1882,389,10,28166,637,2,45,2014,199,2
1396,249,2,12910,523,8,9,2012,43,3
2161,264,4,22135,497,9,10,2008,132,3
1949,31,4,23632,391,3,22,2006,129,2
835,405,1,17567,444,7,21,2018,192,2
2466,124,1,21622,526,6,5,2002,151,3
2317,285,3,25267,673,10,12,2019,165,7
174,394,4,24750,557,9,49,2006,126,3
2399,75,1,5885,509,6,3,2018,16,4
392,193,1,23942,568,2,40,2006,46,6
2612,93,9,20744,112,1,49,2014,53,7
1749,51,2,21854,295,2,11,2003,95,4
2188,259,10,9297,556,1,43,2006,89,4
2234,406,5,21652,288,10,49,2018,142,2
1543,288,1,3802,586,5,12,2008,5,3
2584,347,10,27312,438,8,11,2001,73,4
1509,256,9,29595,200,10,38,2013,83,4
1480,421,8,26203,168,9,50,2001,47,5
2699,391,9,29209,89,2,23,2016,63,3
1325,218,2,9384,252,8,42,2005,176,4
2959,140,7,13729,476,9,3,2019,106,4
2869,244,8,25976,627,6,25,2006,182,5
2553,218,6,27812,278,2,28,2019,124,6
2487,280,3,19566,664,2,24,2017,173,7
845,244,3,3147,568,5,6,2012,24,4
2086,221,1,473,570,2,14,2006,170,2
1062,255,3,25581,388,5,43,2018,125,5
1535,233,3,21959,336,4,48,2013,44,3
2135,364,6,24783,577,2,35,2015,123,4
1218,57,4,25050,179,5,26,2011,139,3
962,259,10,4449,490,5,18,2017,139,5
250,90,9,20197,153,9,20,2019,199,2
128,393,9,14348,266,4,36,2006,27,3
2265,178,6,15174,198,10,40,2011,2,5
626,393,4,26520,322,4,43,2010,83,3
1167,39,6,12829,323,3,20,2009,129,4
390,280,7,8659,568,2,49,2005,78,1
2310,194,2,6181,267,6,43,2000,128,3
1545,264,1,25821,144,7,31,2013,126,5
2724,194,4,28923,641,8,16,2019,80,3
1485,51,9,24586,491,4,5,2006,73,6
716,269,5,26872,507,4,12,2004,65,5
2462,101,7,7992,530,2,26,2003,188,3
1578,315,6,19458,478,8,15,2004,199,6
2440,11,6,21948,294,3,22,2004,173,4
817,330,6,20692,537,7,29,2002,54,4
958,27,3,4347,478,10,12,2005,160,1
712,327,8,4930,628,10,44,2009,122,1
905,265,4,26538,158,4,20,2005,119,2
87,98,3,7384,302,3,5,2005,10,5
1499,214,3,11885,357,4,11,2005,180,6
911,403,1,24836,217,1,47,2003,133,3
227,309,1,5762,106,4,45,2011,172,1
2861,263,1,29617,206,1,48,2003,188,4
2211,141,6,19969,219,2,6,2008,178,6
1195,407,3,12600,424,10,49,2011,38,6
34,285,4,8699,589,8,11,2018,19,5
206,217,2,10469,466,8,30,2005,62,2
1292,257,3,9508,315,2,19,2013,168,5
1207,261,7,27088,270,5,35,2005,22,2
2383,401,4,17139,654,7,37,2002,29,5
673,243,10,25171,172,3,3,2016,35,5
310,339,3,9842,432,6,36,2000,14,3
636,334,9,17189,688,1,4,2004,163,6
2310,21,9,10886,151,4,3,2011,16,7
1048,73,6,21160,107,4,48,2011,13,3
2889,43,7,23737,531,2,35,2015,93,3
1623,382,8,2698,247,5,48,2021,90,3
2220,163,6,21951,546,6,13,2008,176,7
1619,404,1,8023,436,1,31,2008,14,6
996,433,1,1064,87,7,18,2010,71,2
721,80,9,9244,550,6,9,2008,155,6
1340,284,3,11108,571,4,4,2017,130,6
1124,383,4,14555,293,4,1,2006,68,1
1404,267,6,23127,360,10,38,2020,184,1
2007,125,9,751,516,7,37,2009,195,7
669,420,2,5078,121,5,49,2012,147,7
1968,205,8,6164,600,4,13,2011,73,3
186,298,10,5350,152,6,1,2004,97,7
1053,438,4,27742,368,2,44,2020,149,7
517,208,2,11202,368,6,12,2011,118,2
1202,172,5,4832,223,9,32,2010,111,1
1529,294,7,4915,406,8,45,2014,38,7
1780,264,8,13556,203,10,16,2008,155,3
1593,217,7,26754,263,1,49,2014,47,5
1309,56,7,22671,698,6,45,2003,116,2
665,238,7,8641,488,6,38,2008,27,6
2973,135,9,2883,407,6,42,2000,25,3
1877,260,10,6667,440,3,25,2009,155,7
2519,261,7,14627,699,7,12,2012,149,6
1465,292,8,7803,208,9,36,2006,54,2
917,201,10,9746,486,6,8,2015,35,2
1858,103,2,21818,537,7,13,2021,119,6
2089,317,10,7758,522,8,12,2009,156,1
1931,361,10,8690,453,7,11,2003,91,6
2693,360,8,1947,593,8,30,2006,118,1
1880,385,4,23811,99,8,3,2010,109,3
1591,143,4,14554,345,10,40,2008,66,2
1355,6,1,26217,397,8,29,2013,136,7
2882,280,8,29807,486,7,46,2017,160,5
1058,101,3,19230,307,9,29,2020,142,4
1576,356,3,1162,408,4,12,2019,64,7
440,143,4,5576,549,1,18,2004,129,7
977,395,1,26322,477,8,18,2021,18,3
134,210,3,7792,602,5,18,2006,17,3
592,298,4,14750,574,10,41,2021,12,6
483,312,10,20348,621,1,17,2013,198,1
1853,387,10,13618,304,3,12,2009,128,6
1930,78,7,24380,158,7,26,2002,198,6
383,286,7,11828,516,7,49,2003,24,5
2474,177,10,12338,128,1,27,2000,173,4
1969,60,6,29578,380,1,1,2014,2,5
2284,128,7,7592,654,2,22,2000,27,6
1628,128,2,21214,349,8,23,2009,18,6
982,417,1,9996,438,8,10,2019,172,6
13,237,7,27393,569,3,1,2015,57,4
2,78,1,19586,133,7,43,2011,117,5
220,194,10,9798,510,4,35,2020,31,3
684,303,5,9998,422,7,10,2007,68,3
2281,74,3,18391,446,6,28,2017,70,2
120,405,7,10661,345,1,28,2015,133,4
2997,95,9,26457,183,3,19,2004,138,3
1398,48,1,17482,416,4,19,2012,66,4
222,349,6,25067,339,3,19,2002,57,1
1028,304,5,22645,129,4,48,2014,7,1
2642,253,7,25453,361,2,2,2008,20,7
2315,409,10,26786,400,3,31,2016,172,1
2766,129,8,23573,638,4,1,2012,158,3
2732,242,10,5614,513,5,4,2001,200,7
597,261,6,11846,247,3,1,2018,58,3
1524,126,1,5594,263,8,26,2013,23,4
1617,397,9,13064,395,10,11,2010,184,2
2070,46,7,16738,608,8,41,2013,144,5
792,416,8,12467,97,9,19,2020,91,1
1889,44,5,10562,661,6,50,2012,156,5
584,174,7,27396,673,10,3,2013,6,1
1053,440,8,13958,142,3,32,2004,7,6
1942,179,2,896,154,10,1,2012,187,6
1407,422,2,15715,536,4,47,2017,167,1
950,24,7,1547,599,4,45,2017,195,7
1743,443,5,24371,146,7,35,2019,142,2
2303,326,10,10304,152,8,30,2021,138,7
2693,294,9,14793,571,7,28,2004,172,3
1970,183,9,4680,122,1,21,2001,107,2
2715,214,2,24406,249,1,20,2006,35,3
2676,106,7,13016,284,3,23,2004,147,3
2515,89,9,28977,137,6,2,2012,161,3
2192,239,4,29682,673,5,17,2014,119,4
2632,306,8,28530,399,4,25,2005,61,4
2957,450,1,1092,671,1,11,2006,65,4
2914,315,10,25131,650,3,30,2017,165,4
2317,182,3,13143,378,10,18,2011,189,7
1240,400,8,24127,401,10,39,2002,38,7
1357,245,3,848,598,8,33,2005,5,4
666,288,9,29191,555,1,25,2017,92,1
1864,159,1,17192,89,9,28,2017,29,6
823,323,2,9050,617,7,37,2021,163,3
1972,307,9,19845,675,5,14,2005,107,3
614,317,8,8928,83,7,21,2015,168,3
2940,303,2,26914,379,8,46,2002,145,7
522,257,5,27563,335,5,4,2016,106,4
2076,42,2,10205,666,1,43,2004,67,2
1079,288,3,17081,250,3,47,2002,183,6
2168,59,10,29999,325,9,27,2007,14,5
2948,246,1,3194,351,2,31,2015,17,1
2132,446,4,11662,407,8,31,2010,44,1
491,363,9,17338,188,5,41,2000,191,2
436,424,9,27873,233,5,24,2015,14,6
1189,360,3,25601,361,7,41,2010,193,2
1797,131,6,19157,137,5,13,2010,143,4
1391,28,8,10959,297,2,7,2020,125,5
1032,26,7,1356,152,2,50,2013,84,4
1517,276,7,6503,114,8,5,2019,185,1
47,299,3,16230,652,7,13,2013,138,7
1975,125,8,6671,149,3,4,2021,15,2
1301,64,5,3072,133,6,24,2018,178,7
283,153,6,19923,480,10,28,2020,54,3
175,316,3,11363,242,8,18,2015,166,2
2638,359,9,28391,376,4,23,2006,63,3
1013,78,3,18572,364,4,20,2003,142,6
2304,144,1,18136,598,3,38,2010,46,5
311,284,3,21832,180,9,10,2013,104,5
804,52,3,7731,663,2,19,2002,192,4
2667,83,7,4589,142,5,2,2003,104,7
2712,197,6,24926,477,9,46,2000,120,6
979,376,4,28946,263,9,13,2011,178,6
2291,229,8,20741,146,10,35,2000,1,4
2450,114,8,22347,420,1,41,2000,36,4
1026,360,8,28788,192,8,38,2008,121,5
1412,223,10,16773,131,10,13,2017,6,3
481,2,2,29196,142,5,31,2002,19,5
2267,278,5,2091,448,6,5,2007,134,4
2256,82,1,14422,110,6,5,2008,151,1
1619,1,8,24886,665,4,6,2018,96,6
985,3,9,9532,359,5,17,2018,39,5
1195,125,2,15553,144,7,41,2001,190,7
2880,408,6,3315,555,4,49,2006,198,7
2651,66,6,10640,446,9,5,2014,38,7
2971,296,4,10385,327,5,23,2016,19,6
2876,440,5,1274,280,2,33,2011,23,5
2286,223,6,17050,332,5,32,2016,1,2
2880,447,6,25965,265,1,45,2002,151,5
1628,93,4,23262,531,3,6,2017,153,4
2177,411,5,23071,360,10,11,2021,177,7
765,372,10,10608,255,2,17,2010,51,1
2416,188,8,6341,626,1,2,2018,117,6
1655,363,3,27935,317,4,7,2000,24,2
2449,42,2,6056,492,6,41,2003,2,7
878,93,5,20240,267,7,22,2004,104,1
568,358,6,16524,482,1,30,2020,165,6
255,118,7,27589,408,3,16,2002,146,4
825,23,9,15309,124,2,46,2005,32,4
1768,52,4,28756,608,1,10,2011,74,1
2135,315,1,6803,390,4,22,2014,160,3
1178,110,9,13801,380,6,42,2009,112,7
1496,430,1,20917,699,2,25,2009,187,4
875,234,1,3307,590,10,14,2016,192,6
2420,3,6,14432,214,4,32,2021,3,4
2646,45,5,28355,684,9,29,2000,152,7
1384,329,5,2748,527,6,43,2016,148,6
1087,18,6,14816,424,6,35,2018,17,6
2155,119,8,12831,197,3,26,2010,99,1
731,229,2,18763,155,1,8,2018,23,4
1255,153,8,8804,322,7,13,2004,180,1
1375,311,10,11665,575,8,35,2004,159,7
2174,60,7,16110,604,4,12,2021,132,4
629,282,2,5981,372,1,12,2013,122,5
1270,239,5,7049,222,7,39,2005,120,3
1785,304,3,8235,646,8,49,2000,38,7
198,149,5,14590,356,4,8,2008,198,3
60,446,8,12444,105,8,28,2000,83,3
1425,126,6,22803,549,1,18,2011,17,1
387,425,8,20574,509,2,28,2006,78,7
2551,277,6,20518,411,9,48,2019,69,5
62,248,2,8524,177,1,3,2011,57,5
2364,287,4,14621,573,3,7,2009,36,4
1340,367,6,7129,220,7,36,2001,99,4
2216,47,6,9316,241,1,48,2004,116,7
1910,359,6,15944,657,10,4,2018,148,1
9,181,7,17474,393,3,42,2007,175,5
2166,93,2,352,152,10,41,2011,16,4
380,124,5,3678,695,10,20,2003,110,2
589,97,7,2517,633,3,29,2006,14,6
308,29,7,29430,423,5,40,2017,39,2
1463,289,10,16744,660,7,5,2008,193,3
2359,113,3,29093,641,4,24,2021,148,3
1374,13,2,19059,697,7,19,2017,62,1
2416,258,3,29173,174,8,20,2017,179,5
2939,278,9,29458,436,9,20,2014,119,1
2587,139,10,14595,641,7,33,2003,89,3
2308,122,10,117,590,2,38,2003,57,1
1718,116,10,16212,92,5,46,2016,80,5
2781,100,5,12579,668,5,36,2015,24,6
484,263,10,13424,684,1,35,2011,74,7
2592,89,10,19795,563,6,42,2008,188,7
2793,38,8,28852,545,1,4,2013,124,5
1582,170,7,24496,370,5,12,2014,12,1
922,118,7,12988,652,6,24,2002,7,2
739,199,1,12487,292,9,21,2003,110,7
1937,394,6,14107,685,1,8,2013,175,6
2533,387,5,18188,267,6,35,2000,85,4
733,84,2,19406,440,9,48,2003,158,3
151,424,1,1237,364,1,46,2008,33,3
1728,303,8,12213,323,4,20,2019,181,3
661,364,6,25680,354,8,6,2001,144,4
1911,250,7,19360,277,9,27,2016,143,5
569,255,4,17430,604,8,24,2009,28,6
271,156,3,20655,298,7,37,2010,146,7
1485,88,6,17823,684,3,41,2013,125,1
542,431,7,2581,435,10,22,2014,142,3
1925,297,2,9734,624,6,50,2020,84,6
593,340,4,9094,175,10,48,2007,84,4
1416,14,9,6141,374,5,40,2000,24,4
958,34,10,28298,354,8,50,2011,94,1
2767,337,8,4167,677,4,32,2005,117,7
155,302,6,25048,412,2,26,2021,13,7
2157,156,5,25238,206,6,18,2007,148,5
1867,434,1,209,75,4,24,2020,99,4
1561,379,7,10633,120,10,21,2016,7,7
1821,288,5,10547,263,6,6,2012,172,7
1523,412,10,18157,610,3,4,2012,112,3
1885,302,4,2705,568,3,15,2004,60,1
1656,187,3,19715,150,7,6,2003,79,6
2854,117,5,14860,548,1,41,2010,30,7
2959,443,5,4637,671,9,42,2014,97,1
2383,235,7,24518,642,5,48,2021,68,5
1931,245,8,11757,300,8,41,2018,172,6
1390,105,8,18568,443,10,13,2003,84,2
2127,366,3,17428,500,3,29,2018,102,2
332,227,3,10707,289,8,39,2013,28,3
1569,279,8,20524,76,2,9,2001,156,3
1186,166,4,14783,268,3,9,2012,13,2
1282,156,7,12503,529,3,18,2000,183,3
866,115,10,23042,693,3,19,2016,142,3
2404,49,7,1996,169,6,7,2005,10,6
2606,276,10,9566,193,4,49,2016,140,4
73,87,7,25613,292,10,3,2005,62,7
1077,248,2,25352,440,10,31,2012,1,3
645,380,9,12916,249,9,28,2008,95,4
197,109,2,28009,658,10,8,2014,70,5
2288,213,3,17698,218,6,42,2017,186,4
550,315,1,26035,270,1,19,2004,143,3
254,67,9,2468,664,5,17,2014,162,7
1963,244,8,9967,222,7,10,2013,162,1
1396,414,1,27998,296,1,12,2008,30,7
2944,423,7,4491,507,1,31,2007,186,6
2690,278,5,11574,247,7,16,2019,114,2
1678,369,4,11133,648,6,46,2009,178,7
159,331,6,8109,433,3,13,2015,97,3
677,332,10,9281,317,7,11,2017,84,6
2746,276,6,12480,631,9,6,2010,114,3
1541,305,1,18620,441,6,7,2009,133,1
2371,338,8,14604,700,7,48,2015,6,2
686,365,6,22824,259,2,44,2013,52,2
857,395,7,24154,483,6,14,2011,115,5
1724,90,6,10735,611,6,6,2018,46,2
1102,63,2,9553,226,1,2,2005,141,5
700,312,1,468,100,8,35,2018,181,1
783,337,10,25357,149,8,50,2015,185,5
2414,352,5,13092,166,10,15,2012,128,2
1116,428,1,26433,301,9,26,2011,135,4
2053,397,9,6452,559,10,16,2021,102,4
1784,249,1,4269,391,9,39,2011,61,3
808,376,4,7473,538,2,10,2004,61,2
1054,46,1,5671,193,4,26,2008,5,4
2183,273,6,19847,275,9,21,2006,61,6
2323,300,1,20065,251,10,22,2008,29,1
974,449,9,19828,239,6,46,2013,160,7
1990,87,8,12835,590,7,26,2005,177,5
1260,38,2,6858,343,10,6,2003,68,3
1063,381,10,17090,291,10,12,2013,157,2
1293,88,5,28633,401,9,17,2004,129,5
2047,244,6,5399,345,7,30,2010,31,4
2009,13,2,975,108,4,14,2000,4,4
2914,423,10,28845,689,8,47,2015,9,5
1374,388,8,23823,563,4,16,2010,49,7
615,224,4,23005,90,8,17,2011,179,2
1817,292,10,27075,153,3,17,2010,146,7
1851,27,1,13294,527,10,29,2006,27,3
2305,264,8,20786,249,6,6,2016,188,7
2118,97,7,6083,513,6,39,2009,184,2
309,144,5,29215,426,3,12,2002,126,5
697,450,2,24313,490,8,50,2015,53,2
953,196,7,27099,420,4,47,2003,98,6
1892,10,4,23648,137,9,40,2020,30,3
2944,24,9,7850,584,9,14,2002,192,2
2569,62,1,4411,368,4,1,2019,59,7
1940,6,7,27503,473,2,19,2015,188,2
714,219,9,10614,664,1,21,2013,121,6
92,417,3,8959,652,4,12,2005,169,7
490,161,5,5015,219,7,47,2013,76,2
684,432,1,24599,317,10,38,2014,77,1
1040,174,7,6047,654,5,30,2011,19,3
1110,419,9,4461,87,9,14,2000,76,4
1943,336,5,28181,328,4,9,2017,114,7
1635,237,9,15205,603,8,21,2016,118,3
2215,124,2,28411,138,5,39,2001,184,7
2010,335,2,8055,146,10,39,2008,75,4
2716,329,8,8417,527,5,48,2004,136,5
1142,49,7,27494,493,1,10,2000,70,1
1826,117,2,12284,655,4,30,2016,191,5
1397,235,10,11490,627,2,32,2013,34,4
2299,261,1,21939,154,4,35,2002,9,3
171,6,10,9372,490,3,13,2005,195,1
2813,63,1,27115,538,5,47,2007,65,4
709,334,7,5620,189,6,42,2018,149,5
2382,441,2,19632,259,5,17,2008,199,4
921,221,2,21389,578,2,4,2016,6,5
2876,85,5,7079,304,1,10,2015,120,5
2392,252,10,3445,241,5,41,2008,12,4
1918,294,3,9811,358,8,28,2006,31,6
1612,89,7,15414,108,7,32,2001,43,6
1436,314,1,3254,501,8,43,2009,175,4
304,32,9,28280,574,9,13,2016,163,4
482,211,1,14113,301,2,35,2016,95,6
1234,205,6,20083,528,7,39,2008,51,6
2549,290,5,13001,520,2,48,2002,172,5
2075,17,3,25073,583,10,18,2003,144,3
2219,372,9,29394,555,10,50,2007,69,7
754,100,7,8979,201,3,41,2009,60,7
2337,300,10,1286,493,6,16,2018,59,1
267,450,2,15015,354,3,46,2000,176,1
2721,275,5,18727,602,6,20,2002,23,2
392,93,9,22304,207,6,29,2010,7,1
1187,393,1,13633,150,6,46,2010,61,2
2911,317,7,6994,613,2,30,2004,89,4
2419,393,4,10463,494,1,37,2018,105,3
435,261,9,2316,606,2,1,2007,177,3
2284,78,5,23570,261,7,27,2007,110,5
506,83,3,9364,132,2,41,2015,65,5
1514,165,9,27645,188,9,42,2003,118,3
524,108,9,2744,277,1,31,2002,89,5
165,98,3,28362,605,2,32,2015,7,6
2465,266,6,22808,459,4,40,2017,115,7
997,71,8,7426,506,9,50,2018,15,1
1451,45,8,25256,625,4,22,2000,12,4
1555,360,3,6168,449,5,19,2014,150,6
1001,108,4,17666,540,2,3,2002,188,1
2950,179,1,8230,468,8,7,2013,47,3
18,291,4,2381,251,8,37,2016,142,1
1596,211,8,21461,322,5,15,2005,54,1
713,189,2,18014,500,4,40,2017,62,6
2796,157,1,26870,99,6,49,2016,104,3
1686,212,4,16427,86,6,35,2001,40,4
2880,255,4,16983,647,6,14,2015,32,5
205,388,2,10899,386,2,33,2012,152,1
296,267,3,14776,470,6,35,2016,123,6
1829,135,6,19188,651,6,12,2009,121,2
1001,21,1,27393,248,10,48,2009,140,7
2343,194,2,3348,615,4,31,2010,147,6
746,321,6,23183,89,2,10,2015,168,4
1923,16,9,20026,182,3,45,2011,25,5
2983,241,1,17881,210,2,13,2006,142,4
1383,86,8,4697,588,2,18,2019,54,7
566,75,5,7666,257,8,31,2005,195,7
131,50,2,14289,574,7,22,2010,117,6
1894,213,1,25941,501,7,14,2013,186,2
1524,450,1,6556,301,8,2,2019,115,2
762,366,8,21381,678,3,25,2002,142,5
2475,15,8,13995,584,8,9,2015,19,5
1439,234,5,22719,620,9,22,2005,97,3
1460,246,8,10477,356,9,11,2020,58,4
1017,343,5,10985,243,8,14,2008,122,5
574,253,3,13953,448,6,48,2007,101,7
643,298,3,20796,618,3,42,2001,32,3
1124,281,8,9627,342,3,50,2010,188,4
1052,395,8,16795,213,8,33,2000,61,5
1372,411,1,12474,584,8,38,2007,45,4
1130,328,2,21127,292,8,35,2014,101,4
2906,166,4,7200,276,8,6,2000,88,4
342,288,4,25828,673,10,32,2018,186,7
66,244,6,1109,643,7,47,2010,187,3
869,159,5,6993,89,8,2,2016,168,2
2505,187,5,18058,666,9,35,2006,133,7
57,376,3,28080,402,2,1,2002,45,1
2189,191,9,25355,256,2,21,2018,58,2
2750,212,10,15610,195,5,5,2018,147,3
1520,109,1,19979,246,7,9,2020,152,1
2643,130,1,17368,335,10,20,2000,18,3
889,184,4,21886,447,10,8,2004,8,6
71,184,6,5005,371,10,14,2001,90,7
1806,75,4,5458,338,5,17,2009,58,5
2052,427,10,3053,102,9,30,2016,23,3
1143,207,1,475,296,7,4,2003,50,1
1690,251,7,4461,381,5,43,2010,19,2
1040,372,6,19784,570,8,10,2021,142,7
2469,200,8,27722,571,10,39,2011,54,1
2944,261,1,11259,559,4,18,2001,44,1
1100,138,5,25702,221,4,39,2002,105,4
1638,300,5,3188,617,9,35,2004,94,2
2482,13,4,9821,227,5,13,2003,196,1
1693,356,2,15345,660,7,43,2004,188,5
2716,78,5,29986,567,2,9,2003,67,4
937,316,7,20520,597,3,16,2018,100,5
77,93,9,28149,427,2,11,2003,153,2
1514,239,6,1886,410,9,50,2002,164,4
2250,269,6,11369,315,10,12,2001,170,2
2808,353,10,3464,637,2,15,2006,194,1
748,125,3,13986,489,8,26,2016,190,5
1968,332,4,200,577,3,26,2008,99,6
618,392,2,18368,619,10,6,2004,117,5
1859,10,9,16102,525,8,43,2013,71,5
1470,117,3,28699,499,8,20,2020,193,5
103,110,4,20012,209,3,30,2015,115,5
2776,279,5,17165,685,10,10,2004,154,3
1490,2,9,12273,468,4,41,2005,200,6
1582,300,6,11125,495,5,41,2011,191,1
1150,324,2,29006,314,6,25,2017,177,7
1170,399,3,20944,519,7,49,2003,173,6
1929,264,9,6581,138,9,18,2011,110,3
371,220,9,25325,214,9,47,2019,114,3
334,148,1,16675,129,4,25,2011,157,3
2934,52,2,15448,202,7,15,2011,53,2
789,344,6,25939,522,8,45,2016,98,1
2473,240,8,14753,667,8,14,2019,119,1
1700,322,9,16236,145,4,48,2004,186,4
2913,253,4,3184,434,7,45,2008,187,4
2132,222,1,26839,465,2,20,2007,105,6
777,188,4,10377,164,2,31,2003,127,4
1253,32,5,13321,308,10,20,2015,28,1
2131,109,9,27425,258,10,18,2008,145,6
670,78,3,18816,646,3,33,2016,71,7
1249,366,3,25700,217,2,11,2010,143,5
60,408,2,5674,465,5,32,2015,14,6
924,320,1,5909,584,3,44,2003,37,4
641,46,5,13992,661,3,50,2003,120,3
994,142,9,13207,128,7,45,2016,182,2
1985,73,1,5582,264,5,33,2010,96,6
2184,268,6,27810,161,8,42,2011,62,1
1264,160,4,28842,664,5,2,2005,152,5
1356,154,1,17651,306,3,50,2017,111,6
2288,422,5,8050,508,8,41,2010,49,6
30,31,2,16145,637,5,8,2004,108,4
1932,5,1,15162,477,7,20,2004,111,4
2782,17,10,23262,141,9,5,2007,159,5
2490,432,2,21654,172,4,49,2000,100,6
1599,321,9,10728,225,9,11,2001,103,7
2192,48,6,2934,421,10,5,2002,55,1
2632,98,1,29217,90,7,27,2007,46,2
2189,342,4,15057,187,3,46,2005,195,7
835,120,3,17545,240,6,37,2007,174,3
1047,150,7,21303,191,1,26,2004,54,4
390,414,10,17016,408,2,41,2000,16,1
1559,61,8,2899,248,3,39,2004,95,5
58,37,3,10520,348,8,45,2003,16,6
1418,8,1,28296,127,5,15,2014,78,1
584,364,6,21052,185,7,27,2016,142,4
732,5,2,17313,505,2,36,2017,170,2
3000,211,2,21993,676,9,26,2021,89,1
373,27,3,25183,357,2,48,2006,2,1
60,445,4,15279,400,4,42,2012,176,4
421,117,4,2582,680,10,17,2005,87,2
189,306,3,18431,503,4,17,2010,5,6
1824,414,4,8487,381,6,2,2005,136,7
505,276,5,15044,627,1,24,2004,68,7
